actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
628,PT01M42.00S,2019-12-25T19:27:59.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628400,6.915243101182654,45.65716911764706,1610612738,98,114,2019-12-25T19:28:05Z,6230000,22.0,13.0,1,left,MISS S. Ojeleye layup Blocked,"[1628400, 1629052]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,2.82,Missed,,,,,,,,,Brissett,1629052.0,,,,,,,,,
629,PT01M42.00S,2019-12-25T19:27:59.3Z,4,REGULAR,block,,[],1629052,,,1610612738,98,114,2019-12-25T19:28:02Z,6240000,,,0,,O. Brissett BLOCK (1 BLK),[1629052],1610612761.0,TOR,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M42.00S,2019-12-25T19:27:59.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,114,2019-12-25T19:28:05Z,6250000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,,
631,PT01M42.00S,2019-12-25T19:28:04.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,98,114,2019-12-25T19:28:04Z,6260000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M31.00S,2019-12-25T19:28:29.3Z,4,REGULAR,2pt,jumpshot,['2ndchance'],1629682,26.363337713534822,69.18658088235294,1610612738,98,116,2019-12-25T19:28:35Z,6270000,-96.0,195.0,1,left,T. Waters 22' jumpshot (2 PTS),[1629682],1610612738.0,BOS,stepback,,,Waters,T. Waters,,,,,22.25,Made,2.0,,,,,,,,,,,,,,,,,,
633,PT01M23.00S,2019-12-25T19:28:42.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629056,94.30026281208936,51.53952205882353,1610612761,100,116,2019-12-25T19:28:46Z,6280000,8.0,1.0,1,right,T. Davis layup (6 PTS),[1629056],1610612761.0,TOR,driving,,,Davis,T. Davis,,,,,1.01,Made,6.0,,,,,,,,,,,,,,,,,,
634,PT00M59.60S,2019-12-25T19:29:07.2Z,4,REGULAR,3pt,jumpshot,[],1629682,31.35676741130092,9.627757352941178,1610612738,100,116,2019-12-25T19:29:13Z,6290000,202.0,242.0,1,left,MISS T. Waters 32' 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,31.96,Missed,,,,,,,,,,,,,,,,,,,
635,PT00M56.10S,2019-12-25T19:29:10.7Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612761,100,116,2019-12-25T19:29:13Z,6300000,,,0,,T. Davis REBOUND (Off:0 Def:5),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,634.0,5.0,5.0,0.0,,,,,,,,,,,
636,PT00M48.40S,2019-12-25T19:29:19.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1626169,94.03745072273325,50.55912990196079,1610612761,102,116,2019-12-25T19:29:23Z,6310000,3.0,4.0,1,right,S. Johnson layup (6 PTS),[1626169],1610612761.0,TOR,driving,,,Johnson,S. Johnson,,,,,0.94,Made,6.0,,,,,,,,,,,,,,,,,,
638,PT00M33.50S,2019-12-25T19:29:41.9Z,4,REGULAR,turnover,traveling,[],1629750,,,1610612738,102,116,2019-12-25T19:32:20Z,6330000,,,0,,J. Green TURNOVER traveling (1 TOV),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,,
639,PT00M25.70S,2019-12-25T19:30:02.2Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1626259,68.41327201051249,69.43167892156863,1610612761,102,116,2019-12-25T19:30:06Z,6340000,97.0,244.0,1,right,MISS M. Miller 27' 3PT Blocked,"[1626259, 1629750]",1610612761.0,TOR,,,,Miller,M. Miller,,,,,26.81,Missed,,,,,,,,,Green,1629750.0,,,,,,,,,
640,PT00M25.70S,2019-12-25T19:30:02.2Z,4,REGULAR,block,,[],1629750,,,1610612761,102,116,2019-12-25T19:30:05Z,6350000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M22.30S,2019-12-25T19:30:05.6Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,102,116,2019-12-25T19:30:06Z,6360000,,,0,,C. Edwards REBOUND (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,639.0,1.0,1.0,0.0,,,,,,,,,,,
642,PT00M20.00S,2019-12-25T19:30:07.8Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1629641,19.136005256241788,90.51011029411765,1610612738,102,116,2019-12-25T19:30:15Z,6370000,-203.0,127.0,1,left,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,running,,,Langford,R. Langford,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,,
643,PT00M17.30S,2019-12-25T19:30:12.2Z,4,REGULAR,rebound,offensive,[],1629750,,,1610612738,102,116,2019-12-25T19:30:12Z,6380000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,642.0,1.0,0.0,1.0,,,,,,,,,,,
644,PT00M17.30S,2019-12-25T19:30:12.2Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629750,5.0,50.0,1610612738,102,118,2019-12-25T19:30:12Z,6390000,0.0,-6.0,1,left,J. Green layup (2 PTS),[1629750],1610612738.0,BOS,tip,,,Green,J. Green,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
645,PT00M11.00S,2019-12-25T19:30:18.7Z,4,REGULAR,turnover,lostball,[],1626169,,,1610612761,102,118,2019-12-25T19:30:22Z,6400000,,,0,,S. Johnson TURNOVER lostball (1 TOV) Stolen,"[1626169, 1629035]",1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,1.0,Edwards,1629035.0,
646,PT00M11.00S,2019-12-25T19:30:18.7Z,4,REGULAR,steal,,[],1629035,,,1610612738,102,118,2019-12-25T19:30:20Z,6410000,,,0,,C. Edwards STEAL (1 STL),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2019-12-25T19:30:32.5Z,4,REGULAR,period,end,[],0,,,1610612738,102,118,2019-12-25T19:30:32Z,6420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2019-12-25T19:37:52.4Z,4,REGULAR,game,end,[],0,,,0,102,118,2019-12-25T19:37:52Z,6430000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
